start_sum,average_st,end_sum_1,GWBH,QXMC,Count_sport,Count_health,Count_entertainment,Count_life services,Count_business housing,Count_car,Count_tourist attrctions,Count_science_education_culture,Count_hotel,Count_financial,Count_transpoitation,Count_shopping,Count_company,Count_restaurant,Ar_uv,Ar_all,Count_bus,Count_subway,road_Le_1,road_Le_2,road_Le_3,road_Le_4,sum_road,Sum_grid_c,ave_price
0,0,0,172041,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,15.04989102,0
0,0,0,172043,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,13.61482158,0
0,0,0,172044,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.36339682,0
0,0,0,172045,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,7.716552824,0
0,0,0,172047,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,8.631024599,0
0,0,0,172048,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,8.780951262,0
0,0,0,172049,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,8.996480972,0
0,0,0,172050,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.29212239,0
0,0,0,172051,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.87372825,0
0,0,0,172052,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,18.51106247,0
0,0,0,172732,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,172735,Nanshan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,172864,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,165.979516,0
0,0,0,172866,Longgang,0,0,1,1,1,0,0,0,4,0,0,0,0,1,0,2.19E-05,1,0,0,0,0,0,0,143.3143718,0
0,0,0,172868,Longgang,0,0,0,0,3,0,2,1,9,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,129.9611185,0
0,0,0,172869,Longgang,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.19E-05,0,0,0,0,0,0,0,80.32903081,0
0,0,0,172870,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,22.05941978,0
0,0,0,172871,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,11.17617935,0
0,0,0,172872,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.53941262,0
0,0,0,172873,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,13.03532603,0
0,0,0,172874,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,12.69966713,0
0,0,0,172875,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.45297652,0
0,0,0,172876,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,9.242626578,0
0,0,0,172877,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,7.86244683,0
0,0,0,172878,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.56225428,0
0,0,0,172879,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.01933953,0
0,0,0,172880,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,9.91626206,0
0,0,0,172881,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,11.72864887,0
0,0,0,172882,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,12.71950179,0
0,0,0,172883,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,18.19089362,0
0,0,0,172884,Longgang,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2.19E-05,0,0,0,0,0,0,0,39.84229422,0
0,0,0,172885,Longgang,0,0,1,1,0,0,0,0,2,0,4,0,0,2,0,2.19E-05,0,0,0,0,0,0,0,28.0349443,0
0,0,0,173564,Baoan,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,173568,Nanshan,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,173610,Futian,5,14,7,67,22,5,2,13,14,5,31,113,14,107,0,2.19E-05,0,0,0,0,0,0,0,3943.1365,0
0,0,0,173613,Luohu,0,0,2,0,3,3,0,0,1,0,4,6,0,2,0,2.19E-05,0,0,0,0,0,0,0,2920.217957,0
0,0,0,173617,Luohu,6,27,9,96,39,5,0,7,76,10,83,117,23,88,0,2.19E-05,0,0,0,0,0,0,0,340.435524,0
0,0,0,173692,Longgang,2,0,0,1,1,0,0,0,19,0,3,2,0,3,0,2.19E-05,1,0,0,0,0,0,0,176.1960026,0
0,0,0,173693,Longgang,0,0,2,5,1,0,0,0,4,0,1,15,1,5,0,2.19E-05,0,0,0,0,0,0,0,250.1758156,0
0,0,0,173695,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,221.5066876,0
0,0,0,173697,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,295.0005484,0
0,0,0,173699,Longgang,2,0,0,2,0,2,0,0,32,0,5,2,1,11,0,2.19E-05,0,0,0,0,0,0,0,492.0819459,0
0,0,0,173700,Longgang,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,134.9257424,0
0,0,0,173701,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,44.77087402,0
0,0,0,173702,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,17.81212032,0
0,0,0,173703,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.83557367,0
0,0,0,173704,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,13.36527616,0
0,0,0,173705,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,15.72685313,0
0,0,0,173706,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,16.04515326,0
0,0,0,173707,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.98219079,0
0,0,0,173708,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,19.01780623,0
0,0,0,173709,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,34.43934271,0
0,0,0,173710,Longgang,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,21.98122644,0
0,0,0,173711,Longgang,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2.19E-05,0,0,0,0,0,0,0,11.96470085,0
0,0,0,173712,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000021931,0,0,0,0,0,0,0,14.67878807,0
0,0,0,173713,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,16.6174016,0
0,0,0,173714,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,6.508202076,0
0,0,0,173715,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,17.5023976,0
0,0,0,173716,Longgang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,45.07207751,0
0,0,0,173717,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.19E-05,0,0,0,0,0,0,0,36.82641697,0
0,0,0,174395,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,174397,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,174402,Nanshan,1,0,0,2,0,0,2,0,0,1,1,0,1,0,0,2.19E-05,1,1,0,0,0,0,0,0,0
0,0,0,174523,Longgang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,44.90796721,0
0,0,0,174525,Longgang,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,167.3884726,0
0,0,0,174526,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,109.0569634,0
0,0,0,174527,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,123.3401504,0
0,0,0,174528,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,170.9009283,0
0,0,0,174530,Longgang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,315.4661331,0
0,0,0,174532,Longgang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,235.6274701,0
0,0,0,174533,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,49.33729106,0
0,0,0,174534,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,37.00535512,0
0,0,0,174535,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,20.21263674,0
0,0,0,174536,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,13.98139939,0
0,0,0,174537,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,14.87365323,0
0,0,0,174538,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,16.08306581,0
0,0,0,174539,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,31.53591108,0
0,0,0,174540,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,71.99179703,0
0,0,0,174541,Longgang,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,54.06312299,0
0,0,0,174542,Longgang,1,0,2,3,0,1,2,0,28,2,5,21,6,19,0,2.19E-05,0,0,0,0,0,0,0,42.23773527,0
0,0,0,174543,Longgang,0,0,0,2,2,0,0,0,7,0,3,2,0,1,0,2.19E-05,0,0,0,0,0,0,0,15.47432783,0
0,0,0,174544,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,174545,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,174549,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,175227,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,175228,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,175229,Baoan,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,175286,Luohu,0,5,0,19,10,8,0,5,1,0,9,73,13,12,0,2.19E-05,1,0,0,0,0,0,0,2654.41832,0
0,0,0,175354,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,36.38099694,0
0,0,0,175356,Longgang,1,2,0,9,0,1,1,1,12,1,11,17,15,9,0,2.19E-05,0,0,0,0,0,0,0,158.8433323,0
0,0,0,175357,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,87.47447109,0
0,0,0,175359,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,128.9871891,0
0,0,0,175361,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,175363,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,95.38466454,0
0,0,0,175365,Longgang,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,2.19E-05,0,0,0,0,0,0,0,93.55382121,0
0,0,0,175367,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,24.09989831,0
0,0,0,175369,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,25.68886477,0
0,0,0,175371,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,101.1336906,0
0,0,0,175372,Longgang,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2.19E-05,1,0,0,0,0,0,0,65.08979726,0
0,0,0,175373,Longgang,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176058,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176059,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176063,Baoan,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176064,Baoan,0,0,2,0,1,5,1,0,0,0,0,2,0,5,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176184,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,9.484642982,0
0,0,0,176185,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,126.4428923,0
0,0,0,176187,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,288.2592649,0
0,0,0,176188,Longgang,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,240.3109667,0
0,0,0,176189,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,309.3203373,0
0,0,0,176190,Longgang,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2.19E-05,0,0,0,0,0,0,0,309.1594357,0
0,0,0,176192,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176193,Longgang,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176194,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176195,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176196,Longgang,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,312.7587658,0
0,0,0,176198,Longgang,4,0,4,0,0,0,1,1,4,0,3,2,1,3,0,2.19E-05,0,0,0,0,0,0,0,126.8182328,0
0,0,0,176200,Longgang,0,2,1,1,0,0,0,0,14,0,2,3,3,6,0,2.19E-05,1,0,0,0,0,0,0,69.8993907,0
0,0,0,176201,Longgang,0,0,3,1,0,0,1,0,5,0,1,4,1,2,0,2.19E-05,0,0,0,0,0,0,0,86.71512091,0
0,0,0,176202,Longgang,1,0,0,2,0,0,0,0,0,0,8,1,0,3,0,2.19E-05,0,0,0,0,0,0,0,142.625141,0
0,0,0,176203,Longgang,4,0,2,1,0,0,1,0,0,0,5,0,4,1,0,2.19E-05,1,0,0,0,0,0,0,136.4687502,0
0,0,0,176204,Longgang,1,0,2,2,0,0,0,1,2,0,4,0,2,1,0,2.19E-05,0,0,0,0,0,0,0,12.21174085,0
0,0,0,176890,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176894,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,64.65749359,0
0,0,0,176958,Luohu,0,7,0,12,4,0,0,2,0,0,1,14,6,10,3.54E-06,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176959,Luohu,0,0,0,6,2,4,0,1,0,0,4,2,1,2,4.44E-06,2.19E-05,1,0,0,0,0,0,0,0,0
0,0,0,176960,Luohu,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.49E-07,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,176965,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,589.7967224,0
0,0,0,177016,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,41.16078866,0
0,0,0,177017,Longgang,0,0,1,0,1,0,0,0,3,0,1,0,0,1,0,2.19E-05,0,0,0,0,0,0,0,95.43936908,0
0,0,0,177018,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,140.616361,0
0,0,0,177021,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,230.296268,0
0,0,0,177023,Longgang,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,29.20373797,0
0,0,0,177029,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.19E-05,2,0,0,0,0,0,0,84.4283874,0
0,0,0,177031,Longgang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.19E-05,2,0,0,0,0,0,0,78.81399524,0
0,0,0,177033,Longgang,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,54.87665582,0
0,0,0,177035,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,10.85065746,0
0,0,0,177721,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,177722,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,177725,Baoan,1,0,0,2,1,0,0,0,0,1,5,2,6,0,0,2.19E-05,0,0,0,0,0,0,0,408.4677353,0
0,0,0,177788,Luohu,0,4,0,26,6,1,0,12,2,1,13,25,7,21,9.20E-07,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,177789,Luohu,0,0,0,4,5,8,1,1,0,0,8,7,5,2,1.13E-05,2.19E-05,2,0,0,0,0,0,0,402.2030029,0
0,0,0,177790,Luohu,0,0,0,6,7,1,4,2,0,0,18,5,3,4,1.10E-05,2.19E-05,2,0,0,0,0,0,0,2451.536148,0
0,0,0,177791,Luohu,1,5,0,9,1,3,0,6,0,0,6,9,2,3,1.85E-06,2.19E-05,0,0,0,0,0,0,0,2247.582699,0
0,0,0,177792,Luohu,2,3,0,10,3,12,1,9,0,0,2,8,1,2,0,2.19E-05,1,0,0,0,0,0,0,955.4713593,0
0,0,0,177793,Luohu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,424.2041626,0
0,0,0,177794,Yantian,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2.19E-05,0,0,0,0,0,0,0,280.8050051,0
0,0,0,177796,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1908.169382,0
0,0,0,177848,Longgang,1,0,3,0,0,0,1,0,5,0,2,0,0,1,0,2.19E-05,2,0,0,0,0,0,0,49.50311482,0
0,0,0,177850,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,47.095438,0
0,0,0,177852,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,85.83243561,0
0,0,0,177854,Longgang,1,1,2,5,2,1,2,2,3,0,8,13,5,8,0,2.19E-05,0,0,0,0,0,0,0,113.7594366,0
0,0,0,177861,Longgang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,99.98891544,0
0,0,0,177862,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,76.50593185,0
0,0,0,177863,Longgang,6,0,2,3,0,0,0,1,1,0,0,0,1,1,0,2.19E-05,0,0,0,0,0,0,0,41.08734596,0
0,0,0,177864,Longgang,6,0,2,0,0,0,1,0,2,0,0,2,1,0,0,2.19E-05,0,0,0,0,0,0,0,54.69780654,0
0,0,0,177865,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,103.6798844,0
0,0,0,177866,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,31.13855171,0
0,0,0,178553,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,374.6211853,0
0,0,0,178619,Luohu,3,22,3,62,12,8,0,34,2,11,32,110,13,56,0.000013787,2.19E-05,4,0,0,0,0,0,0,2661.40966,0
0,0,0,178620,Luohu,9,35,3,112,24,2,0,20,19,10,34,209,22,224,1.75E-05,2.19E-05,0,0,0,0,0,0,0,2579.897354,0
0,0,0,178622,Luohu,1,0,0,1,4,1,0,2,0,0,6,1,0,0,0,2.19E-05,1,0,0,0,0,0,0,2127.120138,0
0,0,0,178626,Luohu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,308.8636475,0
0,0,0,178627,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,503.7130756,0
0,0,0,178628,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,2064.727352,0
0,0,0,178630,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1771.727724,0
0,0,0,178679,Longgang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,30.92737222,0
0,0,0,178681,Longgang,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,79.89626002,0
0,0,0,178682,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,109.51263,0
0,0,0,178683,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,182.7437134,0
0,0,0,178685,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.19E-05,2,0,0,0,0,0,0,465.2220864,0
0,0,0,178687,Longgang,0,1,0,1,2,0,3,0,11,0,5,20,7,11,0,2.19E-05,0,0,0,0,0,0,0,414.7159691,0
0,0,0,178693,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,80.17062759,0
0,0,0,178695,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.19E-05,0,0,0,0,0,0,0,45.02823293,0
0,0,0,178696,Longgang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,30.77396417,0
0,0,0,178697,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,27.70918477,0
0,0,0,179384,Baoan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,179416,Nanshan,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,822.0749989,0
0,0,0,179417,Futian,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1235.836302,0
0,0,0,179457,Luohu,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,2.19E-05,0,0,0,0,0,0,0,458.4448538,0
0,0,0,179459,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,590.7445679,0
0,0,0,179460,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1046.685444,0
0,0,0,179461,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1074.698398,0
0,0,0,179463,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1043.436617,0
0,0,0,179464,Yantian,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,1972.124109,0
0,0,0,179473,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,179475,Yantian,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,179476,Yantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,0,0
0,0,0,179507,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,9.595357895,0
0,0,0,179508,Longgang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19E-05,1,0,0,0,0,0,0,103.7156034,0
0,0,0,179510,Longgang,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.19E-05,0,0,0,0,0,0,0,73.84773588,0
